Name,Age,Country,CGPA,Skill,Program
Helen Suarez,17,Myanmar,2.65,SQL,BS Computer Science
Theresa Carter,23,Bouvet Island (Bouvetoya),3.36,Python,BS Software Engineering
Taylor Marshall,22,Congo,2.67,SQL,BS Business Analytics
Brett Burgess,20,Germany,3.82,R,BS Data Science
Kyle Liu,23,Moldova,3.44,Risk Management,BS Accounting & Finance
Michael Martin,18,Togo,2.55,Excel,BS Accounting & Finance
Ryan Navarro,21,Syrian Arab Republic,3.75,Python,BS Software Engineering
Emily Oconnell,17,Saint Barthelemy,3.36,None,BBA
Autumn Ramirez,16,Cape Verde,3.05,Python,BS Software Engineering
Justin Morris,16,Solomon Islands,2.85,Statistics,BS Business Analytics
Tonya Ritter,21,Poland,3.27,Python,BS Software Engineering
Jason Taylor,16,Finland,2.17,R,BS Data Science
Kyle James,23,Benin,3.13,Python,BS Software Engineering
Anna Rocha,24,Japan,3.82,SQL,BS Computer Science
William Coleman,24,Svalbard & Jan Mayen Islands,2.14,Excel,BS Information Technology
Jamie Wiggins,16,Niue,3.93,Python,BS Software Engineering
Joshua Hamilton,18,Moldova,3.04,SQL,BS Business Analytics
Sharon Gonzalez,20,Croatia,3.69,Management,BBA
Austin Pineda,21,Saint Martin,3.42,SQL,BS Information Technology
Vickie Kim,20,Paraguay,3.95,Python,BS Computer Science
Derek Wilson,25,Libyan Arab Jamahiriya,3.63,R,BS Data Science
Emily Whitehead,16,Latvia,2.03,Python,BS Software Engineering
Crystal Price,17,Micronesia,2.2,Excel,BS Business Analytics
Ryan Roman,19,Estonia,2.73,None,BBA
Derek Russo,24,Kuwait,2.56,Excel,BS Information Technology
Hannah Neal,21,Botswana,3.64,Excel,BS Business Analytics
Aaron Phillips,24,Guyana,2.3,Python,BS Computer Science
Tiffany Hawkins,19,Marshall Islands,2.6,Python,BS Computer Science
Christopher Sanchez,23,Egypt,2.24,Management,BBA
Martha Sanchez,22,Haiti,3.9,Excel,BS Information Technology
Lisa Mitchell,17,French Guiana,2.58,SQL,BS Business Analytics
Teresa Griffin,24,Liberia,3.09,Excel,BS Information Technology
Joseph Bolton,19,Liechtenstein,3.08,Excel,BBA
Robert Long,24,Bahamas,3.08,Python,BS Software Engineering
Thomas Miller,19,Greenland,3.4,Python,BS Software Engineering
Jennifer Wright,16,Ecuador,2.1,Excel,BBA
Monique Barnes,22,Myanmar,3.98,None,BBA
Nathan Farrell,19,Saint Lucia,3.86,Excel,BS Information Technology
Teresa Christensen,23,Belgium,3.05,Excel,BBA
Anthony Stevens,16,French Guiana,2.68,Excel,BS Information Technology
Andrew Mitchell Jr.,18,Grenada,3.98,Excel,BBA
David Petty,25,North Macedonia,2.82,Excel,BS Accounting & Finance
Michele Liu,17,Brazil,3.35,Python,BS Software Engineering
Taylor Nixon,24,Nicaragua,2.02,Python,BS Software Engineering
Laura Pacheco,17,American Samoa,2.88,None,BBA
Patrick Rose,22,Taiwan,3.41,Statistics,BS Business Analytics
Vincent Herrera,23,Bosnia and Herzegovina,3.19,Excel,BS Accounting & Finance
Mariah Weaver,24,Libyan Arab Jamahiriya,3.23,Python,BS Software Engineering
Jonathan Davis,16,Hong Kong,2.94,SQL,BS Business Analytics
Elizabeth Rios,25,Saint Barthelemy,2.86,SQL,BS Information Technology
Teresa Swanson,22,Switzerland,2.69,Python,BS Software Engineering
Eric Long,20,Samoa,2.98,SQL,BS Business Analytics
Jessica Graham,16,El Salvador,3.85,Python,BS Software Engineering
Sarah Shepherd,18,Chile,2.19,Python,BS Data Science
Karen Davis,18,Romania,3.35,Management,BBA
Lisa Anderson,20,Czech Republic,3.38,Financial Modelling,BS Accounting & Finance
Brett Mitchell,20,Netherlands,2.37,SQL,BS Computer Science
John Mendoza,19,Cayman Islands,3.59,None,BBA
Elizabeth Ramirez,25,Iran,2.11,Statistics,BS Data Science
Jamie Black,18,Lebanon,2.48,SQL,BS Computer Science
Derek Hobbs,25,Angola,2.77,Excel,BS Information Technology
Stephanie Thompson,18,Liberia,3.75,Python,BS Data Science
Bradley Dickerson,17,Reunion,3.77,None,BBA
Heather Curtis,25,Thailand,2.5,Python,BS Data Science
Jason Johnson,23,Northern Mariana Islands,2.59,SQL,BS Computer Science
Ethan Ford,24,Benin,3.73,Excel,BBA
Thomas Cortez,21,Botswana,2.61,Excel,BS Accounting & Finance
James Lopez,17,Seychelles,2.01,Python,BS Computer Science
Glenn Barber,24,Vanuatu,2.39,Excel,BBA
Johnny Serrano,16,Reunion,3.63,Statistics,BS Business Analytics
Nicholas Jones,23,Morocco,3.64,SQL,BS Business Analytics
Christopher Adams,20,Madagascar,3.98,Python,BS Computer Science
Charles Noble,21,Peru,3.22,Python,BS Computer Science
Manuel Williams,17,Montserrat,2.41,Python,BS Data Science
Ashley Stone,24,Hungary,3.13,SQL,BS Information Technology
Sandra Bass,25,Gambia,3.73,Python,BS Computer Science
Monique Lee,18,Vanuatu,3.63,Statistics,BS Data Science
Brenda Anderson,16,Georgia,3.57,Excel,BS Business Analytics
Joseph Ross,22,Taiwan,3.57,SQL,BS Computer Science
Kathleen Keller,16,Guernsey,2.06,Python,BS Software Engineering
Christina Flynn,19,Palau,3.88,Python,BS Data Science
Matthew Fields,21,Niger,3.9,Statistics,BS Business Analytics
Beverly Knight,16,Vietnam,2.39,Python,BS Software Engineering
Nicole Mills,23,San Marino,3.56,SQL,BS Computer Science
Joe Harmon,23,Eritrea,2.99,Python,BS Software Engineering
Carrie Hill,18,Kenya,2.28,Excel,BBA
Linda Bean,18,Panama,2.03,Excel,BS Information Technology
Bryan Perez,20,British Indian Ocean Territory (Chagos Archipelago),2.7,SQL,BS Information Technology
Aaron Hebert,24,Fiji,2.03,SQL,BS Business Analytics
Anthony Meyers,22,Bahrain,2.67,Excel,BS Information Technology
Erica Williams,21,Korea,3.44,Python,BS Software Engineering
Victoria Cruz,25,United States of America,3.48,Python,BS Software Engineering
Paula Wolfe,20,Mauritania,2.16,Management,BBA
Brooke Ellis,20,Malaysia,3.64,Statistics,BS Data Science
Jessica Long,16,Samoa,2.38,R,BS Data Science
Kimberly Brown,18,Algeria,2.23,Python,BS Software Engineering
Crystal Parker,23,Nigeria,3.19,Financial Modelling,BS Accounting & Finance
Adrienne Gallegos,25,El Salvador,3.85,SQL,BS Computer Science
Jeffrey Miranda,21,Barbados,3.66,Python,BS Data Science
Susan Giles,20,Indonesia,2.56,SQL,BS Business Analytics
Frank Francis,17,San Marino,2.68,Excel,BS Accounting & Finance
Nina Harris DDS,18,Cameroon,3.27,Excel,BS Business Analytics
Brenda Patterson,17,Maldives,2.28,Excel,BS Business Analytics
Christopher Mcguire,23,Cote d'Ivoire,3.22,Excel,BBA
Alexandria Knight,20,Afghanistan,2.06,R,BS Data Science
Stephanie Bautista,18,Slovenia,3.9,None,BBA
Shelly Mitchell,20,Austria,3.47,Risk Management,BS Accounting & Finance
Corey Moore,24,Central African Republic,2.19,Python,BS Software Engineering
Joyce Cox,22,Pakistan,3.65,Excel,BS Accounting & Finance
Joseph Rowe,17,Kenya,3.38,Python,BS Software Engineering
Tammy Smith,16,Cocos (Keeling) Islands,3.71,Statistics,BS Business Analytics
Luke Gomez,25,Djibouti,2.75,Excel,BBA
Ashley Holt,25,Gabon,3.6,Python,BS Software Engineering
Nicholas Goodwin,16,Turkey,2.85,Financial Modelling,BS Accounting & Finance
Paul Daniel,16,New Zealand,3.42,Excel,BBA
Crystal Hernandez,23,Switzerland,3.37,Excel,BS Business Analytics
Eric Moses,25,Paraguay,2.15,Statistics,BS Business Analytics
Michael Mcpherson,21,Monaco,3.63,Python,BS Software Engineering
Thomas Anderson,17,Fiji,2.81,Statistics,BS Data Science
Dawn Ortega,25,Qatar,2.47,SQL,BS Information Technology
Tammy Rodriguez,23,Sudan,3.85,Management,BBA
Sean Green,19,Cyprus,3.13,SQL,BS Information Technology
Erika Frazier,22,Ecuador,2.48,Excel,BS Information Technology
Alicia Norton,21,Iran,3.1,Excel,BS Accounting & Finance
Brittany Johnson,23,Kenya,2.29,SQL,BS Computer Science
Cynthia Miles,25,Paraguay,2.82,Statistics,BS Business Analytics
Brandon Cox,23,Uruguay,2.06,SQL,BS Information Technology
Rebecca Wheeler,23,Cyprus,3.9,Statistics,BS Business Analytics
Steven Anthony,20,Montserrat,2.59,Excel,BS Accounting & Finance
Joseph Rivera,16,Cameroon,3.64,Excel,BS Business Analytics
Daniel Mills,23,Anguilla,3.35,Python,BS Software Engineering
Kelsey Castillo,16,Belgium,3.16,SQL,BS Computer Science
Mark Hart,22,Bolivia,3.71,SQL,BS Business Analytics
Bryce Bell,22,Germany,2.69,Python,BS Software Engineering
Wayne Johnson,22,Uganda,2.15,Excel,BS Information Technology
Jesus Smith,22,Sierra Leone,2.28,Excel,BS Accounting & Finance
Jason Kline,23,Kuwait,2.02,SQL,BS Information Technology
Tiffany Strickland,25,Bangladesh,2.54,SQL,BS Information Technology
Johnathan Giles,21,Uganda,3.04,Statistics,BS Data Science
Hannah Lyons,16,United States Minor Outlying Islands,2.79,None,BBA
Tyler Henderson,18,Armenia,3.39,Python,BS Computer Science
Kimberly Garrett,19,Wallis and Futuna,3.35,Python,BS Data Science
Logan Lopez,25,Saint Helena,3.24,Python,BS Software Engineering
Stanley Whitaker,21,Uzbekistan,3.47,Excel,BS Business Analytics
Robert Sullivan,17,Ecuador,3.4,Python,BS Computer Science
James Price,19,Lithuania,3.33,Excel,BBA
Christopher Hall,18,Marshall Islands,3.88,Python,BS Data Science
Steven Martin,17,Slovakia (Slovak Republic),3.89,SQL,BS Computer Science
Isaac Pugh,20,South Africa,3.48,Statistics,BS Data Science
Ruth White,25,Saint Martin,2.89,Excel,BS Business Analytics
Ryan Gray,22,Korea,2.78,Excel,BS Business Analytics
Jane Garcia,23,Slovakia (Slovak Republic),3.82,R,BS Data Science
David Martinez,21,Somalia,2.38,SQL,BS Information Technology
Jennifer Miller,16,Malaysia,3.28,Management,BBA
Margaret Oconnor,22,Iceland,2.77,Python,BS Computer Science
Randy Williams,25,British Indian Ocean Territory (Chagos Archipelago),2.95,Python,BS Software Engineering
Justin Schmidt,23,Suriname,3.06,Python,BS Software Engineering
Joshua Miller,17,Christmas Island,3.61,SQL,BS Information Technology
Jean Bell,22,Yemen,2.09,SQL,BS Information Technology
Kristen Ho,21,Nigeria,2.61,Financial Modelling,BS Accounting & Finance
Brian Smith,16,Morocco,3.63,None,BBA
Joel Fernandez,25,Iraq,3.93,SQL,BS Information Technology
Luis Carr,17,Algeria,3.87,Python,BS Software Engineering
Marie Green,25,Kyrgyz Republic,3.62,Python,BS Software Engineering
Sabrina Phillips,16,Kiribati,3.87,Excel,BBA
Terri May,25,Swaziland,2.82,Python,BS Software Engineering
Ashley Cox,23,Croatia,3.15,Excel,BS Information Technology
Sabrina Jones,19,Myanmar,2.14,SQL,BS Computer Science
Nathan Mueller,16,Saint Helena,3.6,Python,BS Software Engineering
William Calhoun,24,Paraguay,3.4,Python,BS Data Science
Jason Garcia MD,20,Anguilla,3.01,SQL,BS Information Technology
Joshua Williams,23,Saint Helena,2.36,R,BS Data Science
Robert Cervantes,19,Hungary,2.44,Excel,BS Accounting & Finance
Sean David,19,Nicaragua,3.51,Risk Management,BS Accounting & Finance
Johnathan Bartlett,18,Heard Island and McDonald Islands,2.2,SQL,BS Computer Science
Megan Thomas,22,Indonesia,2.21,SQL,BS Computer Science
Wendy Henry,18,Botswana,3.08,SQL,BS Information Technology
James Sweeney,18,French Polynesia,2.34,Python,BS Software Engineering
Michael Ramirez,18,Cape Verde,2.31,Python,BS Computer Science
Kimberly Thomas,21,Micronesia,2.23,SQL,BS Information Technology
Ashley Henderson,18,Cayman Islands,3.16,Python,BS Computer Science
Kenneth Hardy,18,Germany,2.42,Python,BS Software Engineering
Monica Palmer,16,American Samoa,2.52,Management,BBA
Michelle Wilson,20,Switzerland,3.85,Statistics,BS Business Analytics
Jose Chavez,17,Haiti,2.42,Python,BS Data Science
Alyssa Williams,19,Vietnam,3.11,Management,BBA
James Humphrey,24,Mozambique,3.57,SQL,BS Information Technology
Sarah Price,24,Turks and Caicos Islands,3.38,Management,BBA
Patrick Robinson,25,Cook Islands,2.4,R,BS Data Science
Jennifer Sellers,23,Thailand,3.83,Python,BS Software Engineering
Randy Murphy,16,Costa Rica,3.77,Excel,BS Information Technology
Julie Reyes,22,Yemen,3.61,Excel,BS Accounting & Finance
Heather Cook,24,Mexico,2.32,SQL,BS Computer Science
Amanda Cox,23,Montserrat,2.17,Excel,BS Business Analytics
Richard Richardson,16,Ireland,3.3,Python,BS Software Engineering
John Malone,18,Ghana,3.94,Risk Management,BS Accounting & Finance
Christopher Knox,17,Malaysia,3.99,Python,BS Software Engineering
Dylan Cunningham,17,Slovenia,2.15,R,BS Data Science
Duane Moore,18,North Macedonia,2.19,Python,BS Software Engineering
Michael Wood,23,San Marino,3.81,Python,BS Software Engineering
Steven Schmitt,16,Tonga,3.93,SQL,BS Computer Science
Barbara Larson,20,Solomon Islands,2.16,SQL,BS Business Analytics
Eric Torres,18,Antigua and Barbuda,3.27,None,BBA
David Beck,24,Morocco,2.71,Python,BS Software Engineering
Sandra Frank,18,Paraguay,3.02,SQL,BS Information Technology
Harold Thompson,18,Ecuador,2.22,Excel,BS Information Technology
Mrs. Vanessa White,19,Thailand,4,SQL,BS Computer Science
Amy Sweeney,17,Czech Republic,2.78,Statistics,BS Data Science
Valerie Gomez,22,Italy,2.32,Statistics,BS Data Science
Richard Woods,18,Qatar,3.16,Python,BS Software Engineering
Jonathan Gibson,18,Anguilla,2.35,Excel,BBA
Sharon Salazar,22,Myanmar,2.84,Python,BS Software Engineering
Michelle Hahn,22,Tanzania,2.58,Excel,BBA
Amanda Wilson,25,Benin,2.81,Python,BS Software Engineering
Timothy Gray,20,Slovenia,3.18,Excel,BS Accounting & Finance
Daniel Martinez,17,Peru,2.18,SQL,BS Computer Science
Michael Hancock,21,Korea,2.39,Management,BBA
Justin Huber,22,Angola,2.6,Python,BS Software Engineering
Kimberly Alvarez,22,Bangladesh,3.7,Python,BS Software Engineering
Joseph Thomas,18,Yemen,3.25,SQL,BS Computer Science
Steven Thomas,22,Norfolk Island,3.23,Python,BS Software Engineering
Jennifer Simmons,20,Indonesia,3.28,SQL,BS Information Technology
Michael Carpenter,23,Holy See (Vatican City State),2.47,Excel,BS Information Technology
Jacob Brewer,16,Comoros,3.89,Financial Modelling,BS Accounting & Finance
Stacey Mcdaniel,24,Namibia,3.45,Management,BBA
Jamie Pope,20,Myanmar,2.86,R,BS Data Science
Monica Rodriguez,17,Nepal,3.88,Excel,BBA
Vickie Moody,16,Lebanon,3.08,R,BS Data Science
Meagan Nguyen,25,Svalbard & Jan Mayen Islands,2.65,Python,BS Software Engineering
Regina Schneider,20,Kuwait,2.23,Excel,BS Information Technology
Sean Johnson,25,Falkland Islands (Malvinas),2.63,None,BBA
Nicholas Brown,16,Argentina,2.15,Excel,BS Accounting & Finance
David Taylor,16,Trinidad and Tobago,3.03,Python,BS Computer Science
Andrea Chen,20,Latvia,2.45,Risk Management,BS Accounting & Finance
Cynthia Winters,17,Netherlands,3.79,Python,BS Software Engineering
Micheal Murphy,18,Jamaica,2.99,SQL,BS Information Technology
Zoe Curtis,16,Lebanon,2.34,SQL,BS Information Technology
Danielle Cohen,20,Saint Martin,2.47,Python,BS Software Engineering
Eileen Graham,24,Zimbabwe,2.06,SQL,BS Computer Science
Heather Small,18,Guam,3.82,Python,BS Data Science
Maria Huff,16,Gibraltar,3.79,SQL,BS Information Technology
Kelly Park,20,Qatar,3.43,Excel,BS Business Analytics
Christine Williams,23,Burkina Faso,2.37,Excel,BS Accounting & Finance
Michael Richardson,19,El Salvador,2.83,R,BS Data Science
Kristina Chan,23,Hungary,2.29,Excel,BS Business Analytics
Scott Potter,25,Germany,3,Management,BBA
Heather Franco,16,Romania,3.18,SQL,BS Information Technology
Amanda Barker MD,21,Gibraltar,3.42,Risk Management,BS Accounting & Finance
Cynthia Dyer,24,Eritrea,3.95,Risk Management,BS Accounting & Finance
Samantha Atkinson,24,North Macedonia,2.45,Python,BS Software Engineering
Seth Maldonado,16,Serbia,3.87,Risk Management,BS Accounting & Finance
Samantha Gomez,19,Bosnia and Herzegovina,2.13,Python,BS Computer Science
Denise Rice,16,Finland,3.17,Python,BS Computer Science
Dennis Webster,17,Chad,2.42,Risk Management,BS Accounting & Finance
Ryan Smith,22,Georgia,3.18,R,BS Data Science
Charles Valenzuela,19,Netherlands Antilles,3.92,Python,BS Computer Science
Nicholas Turner,25,British Virgin Islands,2.6,Excel,BS Business Analytics
Courtney Romero,22,Christmas Island,3.34,Statistics,BS Business Analytics
Michael Anderson,19,Vanuatu,2.36,Excel,BS Information Technology
Bianca Zuniga,25,United States of America,2.11,None,BBA
Alexis Rasmussen,19,Bulgaria,3.67,Risk Management,BS Accounting & Finance
Kimberly Nixon,16,El Salvador,2.9,Python,BS Software Engineering
Samantha Hurley,19,Hungary,2.33,R,BS Data Science
William Jones,25,Kenya,2.24,SQL,BS Computer Science
Ann Burnett,22,Japan,2.84,SQL,BS Business Analytics
Courtney Franklin,19,Egypt,3.28,Management,BBA
Corey Wood,23,Canada,2.39,Python,BS Computer Science
Timothy Hayes,22,Nepal,2.45,Excel,BS Accounting & Finance
Nathan Gentry,22,Christmas Island,2.82,Python,BS Computer Science
Alyssa Cervantes,16,Sudan,2.3,Python,BS Computer Science
Keith Ellis,20,Nicaragua,3.28,Python,BS Software Engineering
Robert Brennan,18,Faroe Islands,3.99,Python,BS Computer Science
Dana Lloyd,25,Honduras,2.45,Excel,BBA
Michele Blevins,17,Kiribati,2.42,SQL,BS Business Analytics
Karen Oliver,19,Ecuador,3.16,SQL,BS Information Technology
Christopher Smith,19,Ireland,3.41,Python,BS Software Engineering
Jason Pearson,25,Yemen,3.08,SQL,BS Business Analytics
Mr. Andrew Sanders,18,Isle of Man,2.27,R,BS Data Science
Kevin Crawford,16,Aruba,2.7,Excel,BS Business Analytics
Kelly Miller,24,Romania,2.01,Python,BS Software Engineering
Stacey Palmer,24,Kiribati,3.93,SQL,BS Information Technology
Michael Jones,22,Kuwait,2.07,None,BBA
Justin Johnson,20,Dominica,2.74,Statistics,BS Business Analytics
Desiree Hicks,22,Yemen,2.03,R,BS Data Science
Tyler Moore,20,Timor-Leste,2.72,Python,BS Data Science
Lisa Gilbert,19,Saudi Arabia,3.09,None,BBA
Terri Barr,17,Christmas Island,3.31,SQL,BS Business Analytics
Richard Henson,16,Liberia,2.94,Management,BBA
Jill Tate,19,Niger,2.96,Python,BS Data Science
Alyssa Perez,16,Maldives,3.53,None,BBA
Alexis Washington,17,Saint Vincent and the Grenadines,3.14,SQL,BS Information Technology
Steven Green,25,Brazil,2.77,Excel,BS Accounting & Finance
Bonnie Chavez,24,Somalia,3.87,Python,BS Data Science
Kendra Frederick,22,Niger,3.82,Python,BS Software Engineering
Laura Lee,22,Liberia,2.49,Python,BS Data Science
Taylor Morgan,22,Saudi Arabia,3.87,None,BBA
Stephanie Velez,21,Ethiopia,2.7,Excel,BBA
Heather Moore,25,Moldova,2.35,SQL,BS Computer Science
Jesus Rodriguez,22,Namibia,2.59,Excel,BS Information Technology
Mary Jenkins,21,Gabon,2.36,SQL,BS Information Technology
Paul Ramos,19,Colombia,3.75,Python,BS Software Engineering
Steven Curtis,19,Cocos (Keeling) Islands,3.69,Python,BS Software Engineering
Deborah Parker,22,Solomon Islands,3.36,SQL,BS Computer Science
Robin Gonzalez,23,Saint Vincent and the Grenadines,2.95,Financial Modelling,BS Accounting & Finance
Joshua Lawrence,24,Costa Rica,3.58,Financial Modelling,BS Accounting & Finance
Christina Woods,20,Costa Rica,2.37,Python,BS Data Science
Daniel Wright,25,Ethiopia,2.75,R,BS Data Science
Melissa Knight,23,Mauritania,3.92,None,BBA
Brandi Macias,17,Croatia,2.04,Python,BS Software Engineering
Laura Hernandez,19,French Polynesia,3.21,Management,BBA
Lawrence Martinez,25,Suriname,2.72,SQL,BS Information Technology
James Rodgers,17,Greenland,2.33,Python,BS Software Engineering
Ann Sellers,21,French Polynesia,2.1,Python,BS Software Engineering
Katrina Stewart,19,Ukraine,2.15,Statistics,BS Data Science
